wind_speed;wind_direction;air_temperature;air_relhumidity;smp10;pqsl;soil_moisture;soil_tempblue;soil_tempred;air_pressure;precipitation;created_at
2.11;168;19.75;44.16;644;1080.67;0.13;25.5;24.51;1013.69;0;2022-05-12T13:05:28.147Z
2.2;198;19.75;44.23;648;1087.85;0.13;25.5;24.52;1013.69;0;2022-05-12T13:05:39.105Z
2.05;245;19.75;44.53;647;1088.31;0.13;25.51;24.52;1013.72;0;2022-05-12T13:05:50.061Z
1.6;248;19.75;45.47;659;1106.41;0.13;25.51;24.52;1013.72;0;2022-05-12T13:06:01.107Z
2.07;260;19.76;44.96;673;1127.63;0.13;25.5;24.54;1013.72;0;2022-05-12T13:06:12.077Z
1.32;235;19.76;44.77;659;1105.79;0.13;25.5;24.54;1013.72;0;2022-05-12T13:06:23.123Z
1.43;133;19.78;45.02;653;1096.58;0.13;25.5;24.55;1013.72;0;2022-05-12T13:06:34.102Z
0.98;125;19.81;45.33;670;1123.42;0.13;25.5;24.57;1013.72;0;2022-05-12T13:06:45.192Z
0.5;288;19.82;45.39;673;1128.57;0.13;25.5;24.57;1013.75;0;2022-05-12T13:06:56.271Z
1.33;248;19.86;45.39;672;1123.57;0.13;25.5;24.58;1013.69;0;2022-05-12T13:07:07.394Z
2.78;253;19.89;44.95;635;1070.37;0.13;25.5;24.6;1013.78;0;2022-05-12T13:07:18.451Z
2.61;218;19.92;44.67;654;1095.49;0.13;25.5;24.6;1013.75;0;2022-05-12T13:07:29.528Z
3.78;208;19.93;44.4;660;1109.38;0.13;25.5;24.63;1013.69;0;2022-05-12T13:07:40.694Z
1.65;218;19.95;44.99;689;1159.61;0.13;25.5;24.65;1013.69;0;2022-05-12T13:07:51.729Z
1.33;258;19.97;45.32;607;1023.42;0.13;25.5;24.66;1013.72;0;2022-05-12T13:08:03.039Z
2.29;245;19.98;45.13;465;788.93;3.59;29.31;24.68;1013.75;0;2022-05-12T13:08:14.106Z
2.31;248;19.98;44.89;451;783.79;0.13;25.5;24.69;1013.66;0;2022-05-12T13:08:25.152Z
2.18;225;20;43.99;467;809.37;0.13;25.5;24.69;1013.72;0;2022-05-12T13:08:36.121Z
3.4;245;20;43.51;454;788.31;0.13;25.5;24.71;1013.72;0;2022-05-12T13:08:47.056Z
1.62;255;20;43.31;411;709.06;0.13;25.5;24.71;1013.66;0;2022-05-12T13:08:57.969Z
1.58;188;19.98;43.3;400;688.78;0.13;25.5;24.71;1013.75;0;2022-05-12T13:09:08.893Z
2.14;280;20;43.36;392;676.14;0.13;25.5;24.71;1013.66;0;2022-05-12T13:09:19.872Z
1.14;290;20.01;43.4;386;658.51;0.13;25.37;24.71;1013.69;0;2022-05-12T13:09:30.786Z
3.17;278;20.01;43.39;377;649.93;0.13;25.37;24.71;1013.66;0;2022-05-12T13:09:41.766Z
2.49;255;20.01;43.39;373;642.6;0.13;25.36;24.69;1013.69;0;2022-05-12T13:09:52.647Z
2.97;235;20.01;43.38;369;635.73;0.13;25.37;24.69;1013.72;0;2022-05-12T13:10:03.593Z
3.49;228;20.01;43.58;367;630.43;0.13;25.37;24.69;1013.75;0;2022-05-12T13:10:14.737Z
2.13;230;20.01;43.34;365;626.69;0.13;25.36;24.68;1013.66;0;2022-05-12T13:10:25.826Z
1.4;128;20;43.32;363;624.03;0.13;25.5;24.66;1013.72;0;2022-05-12T13:10:36.751Z
0.84;295;20;43.43;364;624.66;0.13;25.5;24.66;1013.69;0;2022-05-12T13:10:47.688Z
0.65;223;20;43.51;367;629.49;0.13;25.5;24.65;1013.69;0;2022-05-12T13:10:58.601Z
1.24;293;20;43.58;378;649.46;0.13;25.5;24.63;1013.69;0;2022-05-12T13:11:09.612Z
1.58;95;20.01;43.62;429;734.02;0.13;25.5;24.62;1013.75;0;2022-05-12T13:11:20.593Z
0.67;310;20.03;43.76;425;715.45;0.13;25.5;24.6;1013.47;0;2022-05-12T13:11:31.510Z
0.39;308;20.04;43.89;434;732.46;0.13;25.5;24.6;1013.75;0;2022-05-12T13:11:42.413Z
0.28;208;20.06;44.1;497;839.64;0.13;25.5;24.58;1013.69;0;2022-05-12T13:11:53.348Z
0.84;255;20.09;44.17;521;874.58;0.13;25.5;24.58;1013.66;0;2022-05-12T13:12:06.347Z
0.83;253;20.11;44.19;506;848.53;0.13;25.5;24.57;1013.72;0;2022-05-12T13:12:17.263Z
1.03;208;20.14;44.11;390;656.02;0.13;25.5;24.57;1013.78;0;2022-05-12T13:12:28.176Z
1.17;190;20.15;44.13;372;636.51;0.13;25.5;24.57;1013.69;0;2022-05-12T13:12:39.168Z
1.27;190;20.17;44.1;368;630.59;0.13;25.36;24.58;1013.72;0;2022-05-12T13:12:50.114Z
0.65;255;20.2;43.93;367;627.31;0.13;25.37;24.57;1013.69;0;2022-05-12T13:13:01.039Z
0.69;243;20.22;43.93;365;626.06;0.13;25.36;24.57;1013.69;0;2022-05-12T13:13:12.020Z
0.64;200;20.23;43.95;364;625.13;0.13;25.37;24.57;1013.72;0;2022-05-12T13:13:22.987Z
1.34;208;20.26;43.93;364;626.37;0.13;25.37;24.57;1013.66;0;2022-05-12T13:13:34.078Z
2.24;198;20.28;43.79;365;628.25;0.13;25.37;24.57;1013.69;0;2022-05-12T13:13:45.058Z
2.19;178;20.28;43.72;367;630.59;0.13;25.5;24.57;1013.66;0;2022-05-12T13:13:56.014Z
1.63;235;20.28;43.87;369;634.33;0.13;25.5;24.57;1013.66;0;2022-05-12T13:14:06.972Z
1.28;215;20.28;43.98;372;638.54;0.13;25.5;24.57;1013.69;0;2022-05-12T13:14:17.908Z
0.73;253;20.28;44.18;375;643.38;0.13;25.51;24.57;1013.69;0;2022-05-12T13:14:28.866Z
0.75;213;20.28;44.27;378;648.84;0.13;25.5;24.57;1013.66;0;2022-05-12T13:14:39.759Z
1.18;248;20.3;44.31;381;653.05;0.13;25.5;24.57;1013.72;0;2022-05-12T13:14:50.749Z
2.24;248;20.3;44.29;382;654.61;0.13;25.5;24.55;1013.63;0;2022-05-12T13:15:01.694Z
2.49;243;20.3;43.89;383;656.02;0.13;25.5;24.55;1013.63;0;2022-05-12T13:15:12.675Z
1.83;145;20.28;43.66;384;658.98;0.13;25.5;24.55;1013.69;0;2022-05-12T13:15:23.642Z
1.93;253;20.26;43.72;393;674.11;0.13;25.5;24.54;1013.66;0;2022-05-12T13:15:34.534Z
2.25;198;20.25;43.81;450;783.01;0.13;25.5;24.54;1013.66;0;2022-05-12T13:15:45.480Z
2.67;248;20.23;43.84;511;863.19;0.13;25.5;24.54;1013.63;0;2022-05-12T13:15:56.415Z
1.74;265;20.22;43.71;494;833.71;3.57;29.29;24.54;1013.38;0;2022-05-12T13:16:07.297Z
1;225;20.2;43.79;562;933.87;0.13;25.5;24.52;1013.66;0;2022-05-12T13:16:18.278Z
1.86;190;20.19;43.74;564;931.68;0.13;25.5;24.51;1013.63;0;2022-05-12T13:16:29.204Z
2.37;228;20.15;43.65;596;986.6;0.13;25.5;24.51;1013.69;0;2022-05-12T13:16:40.205Z
3.06;208;20.14;43.96;579;961.64;0.13;25.5;24.51;1013.66;0;2022-05-12T13:16:51.132Z
1.84;235;20.11;43.94;602;1005.47;0.13;25.5;24.49;1013.63;0;2022-05-12T13:17:02.068Z
1.54;188;20.09;44.04;598;993.15;0.13;25.5;24.49;1013.69;0;2022-05-12T13:17:13.025Z
1.8;140;20.08;44.15;473;780.67;0.13;25.5;24.49;1013.63;0;2022-05-12T13:17:23.906Z
2.16;165;20.06;44.29;415;706.25;0.13;25.5;24.49;1013.69;0;2022-05-12T13:17:34.799Z
2.24;220;20.04;44.35;418;715.61;0.13;25.5;24.49;1013.69;0;2022-05-12T13:17:45.942Z
3.62;178;20.04;44.36;400;682.54;0.13;25.5;24.47;1013.66;0;2022-05-12T13:17:56.866Z
2.48;228;20.01;44;396;675.67;0.13;25.5;24.47;1013.69;0;2022-05-12T13:18:07.769Z
1.66;275;20;44.04;386;658.82;0.13;25.5;24.47;1013.66;0;2022-05-12T13:18:18.681Z
2.73;235;19.98;44.15;378;646.03;0.13;25.5;24.47;1013.66;0;2022-05-12T13:18:29.605Z
1.52;145;19.97;44;372;636.67;0.13;25.5;24.46;1013.66;0;2022-05-12T13:18:40.520Z
2.88;208;19.92;43.62;367;618.89;0.13;25.5;24.46;1013.59;0;2022-05-12T13:18:51.479Z
1.82;175;19.9;43.48;356;608.43;0.13;25.5;24.44;1013.63;0;2022-05-12T13:19:02.481Z
0.6;188;19.89;43.78;350;599.7;0.13;25.5;24.43;1013.63;0;2022-05-12T13:19:13.372Z
0.68;200;19.87;43.98;346;593.46;0.13;25.5;24.43;1013.34;0;2022-05-12T13:19:24.320Z
1.21;198;19.87;44.1;343;588.46;0.13;25.5;24.41;1013.59;0;2022-05-12T13:19:35.300Z
0.76;158;19.87;44.18;342;585.34;0.13;25.5;24.41;1013.56;0;2022-05-12T13:19:46.214Z
0.63;238;19.87;44.16;341;584.41;0.13;25.5;24.4;1013.59;0;2022-05-12T13:19:57.151Z
1.02;8;19.87;44.05;340;584.41;0.13;25.5;24.4;1013.56;0;2022-05-12T13:20:08.043Z
0.9;255;19.87;44.05;341;586.44;0.13;25.5;24.38;1013.56;0;2022-05-12T13:20:18.936Z
0.88;213;19.87;44.16;343;588.93;0.13;25.5;24.38;1013.59;0;2022-05-12T13:20:29.905Z
1.14;160;19.87;44;344;594.08;0.13;25.37;24.36;1013.56;0;2022-05-12T13:20:40.809Z
1.61;228;19.87;44.05;348;596.11;0.13;25.36;24.35;1013.56;0;2022-05-12T13:20:51.735Z
1.65;225;19.87;44.22;349;597.51;0.13;25.37;24.35;1013.56;0;2022-05-12T13:21:02.659Z
1.72;245;19.87;44.45;350;600.01;0.13;25.37;24.35;1013.63;0;2022-05-12T13:21:13.616Z
1.4;243;19.87;44.65;353;603.13;0.13;25.36;24.33;1013.63;0;2022-05-12T13:21:24.562Z
2.56;248;19.87;44.84;358;611.71;0.13;25.37;24.33;1013.59;0;2022-05-12T13:21:35.533Z
1.22;250;19.86;44.48;410;706.09;0.13;25.37;24.33;1013.56;0;2022-05-12T13:21:46.513Z
0.6;48;19.86;44.25;457;773.65;0.13;25.36;24.33;1013.5;0;2022-05-12T13:21:57.459Z
1.69;148;19.84;44.24;481;808.44;0.13;25.37;24.32;1013.56;0;2022-05-12T13:22:08.351Z
1.19;268;19.84;44.32;523;878.95;0.13;25.37;24.32;1013.56;0;2022-05-12T13:22:19.296Z
1.31;235;19.84;44.48;550;918.89;0.13;25.36;24.32;1013.56;0;2022-05-12T13:22:30.265Z
1.75;248;19.86;44.75;573;952.28;0.13;25.37;24.32;1013.59;0;2022-05-12T13:22:41.189Z
3.04;248;19.87;45.02;553;920.29;0.13;25.36;24.32;1013.59;0;2022-05-12T13:22:52.103Z
2.42;213;19.86;44.59;567;946.66;0.13;25.36;24.33;1013.56;0;2022-05-12T13:23:03.063Z
2.24;248;19.86;44.34;574;956.49;0.13;25.37;24.33;1013.56;0;2022-05-12T13:23:14.031Z
2.88;235;19.86;44.55;580;967.25;0.13;25.37;24.33;1013.53;0;2022-05-12T13:23:24.999Z
2.67;270;19.84;44.62;578;965.85;0.13;25.36;24.35;1013.53;0;2022-05-12T13:23:35.911Z
1.55;180;19.84;44.36;575;961.64;0.13;25.37;24.35;1013.56;0;2022-05-12T13:23:46.869Z
1.71;173;19.84;44.48;509;863.35;3.56;29.13;24.36;1013.28;0;2022-05-12T13:23:57.814Z
0.85;218;19.84;44.8;598;1004.23;0.13;25.23;24.36;1013.56;0;2022-05-12T13:24:08.717Z
0.87;38;19.84;44.88;600;1005.16;0.13;25.23;24.36;1013.53;0;2022-05-12T13:24:19.641Z
1.52;235;19.86;45.11;613;1022.17;0.13;25.23;24.36;1013.56;0;2022-05-12T13:24:30.543Z
2.34;255;19.89;45.17;612;963.82;0.13;25.23;24.38;1013.56;0;2022-05-12T13:24:41.501Z
1.92;245;19.89;44.93;457;780.51;0.13;25.23;24.4;1013.56;0;2022-05-12T13:24:52.394Z
1.51;248;19.89;44.68;438;748.84;0.13;25.23;24.4;1013.53;0;2022-05-12T13:25:03.384Z
1.41;190;19.9;44.67;455;777.39;0.13;25.23;24.4;1013.56;0;2022-05-12T13:25:14.374Z
2.65;180;19.9;45.38;591;996.58;0.13;25.23;24.4;1013.53;0;2022-05-12T13:25:25.254Z
1.4;170;19.9;45.21;599;1000.33;0.13;25.23;24.4;1013.53;0;2022-05-12T13:25:36.180Z
1.14;178;19.9;44.95;594;992.53;0.13;25.23;24.4;1013.53;0;2022-05-12T13:25:47.139Z
1.04;258;19.9;44.98;585;981.45;0.13;25.23;24.4;1013.59;0;2022-05-12T13:25:58.129Z
3.02;268;19.9;45.07;581;979.42;0.13;25.23;24.4;1013.56;0;2022-05-12T13:26:09.009Z
2.32;148;19.92;45.17;584;985.51;0.13;25.23;24.4;1013.56;0;2022-05-12T13:26:19.944Z
1.1;198;19.93;44.64;587;987.85;0.13;25.23;24.41;1013.5;0;2022-05-12T13:26:30.868Z
2;258;19.93;44.28;602;1006.57;0.13;25.23;24.41;1013.53;0;2022-05-12T13:26:41.806Z
2.02;198;19.93;44.21;598;1000.79;0.13;25.23;24.41;1013.5;0;2022-05-12T13:26:52.743Z
2.66;235;19.92;44.39;586;976.46;0.13;25.23;24.41;1013.44;0;2022-05-12T13:27:03.723Z
1.87;175;19.92;44.6;579;970.22;0.13;25.23;24.43;1013.5;0;2022-05-12T13:27:14.680Z
1.94;175;19.92;44.58;578;970.22;0.13;25.23;24.43;1013.44;0;2022-05-12T13:27:25.727Z
1.92;178;19.92;44.58;592;989.87;0.13;25.23;24.43;1013.44;0;2022-05-12T13:27:36.717Z
1.22;188;19.92;44.74;602;1005.32;0.13;25.23;24.43;1013.47;0;2022-05-12T13:27:47.675Z
1.34;198;19.92;45.07;617;1029.03;0.13;25.23;24.43;1013.5;0;2022-05-12T13:27:58.675Z
0.81;195;19.92;45.35;624;1039.17;0.13;25.23;24.44;1013.53;0;2022-05-12T13:28:09.579Z
1.42;223;19.93;45.18;611;1031.84;0.13;25.23;24.44;1013.56;0;2022-05-12T13:28:20.527Z
2.48;238;19.93;44.93;589;981.14;0.13;25.23;24.46;1013.5;0;2022-05-12T13:28:31.450Z
2.03;195;19.95;44.84;613;1017.33;0.13;25.23;24.46;1013.47;0;2022-05-12T13:28:42.442Z
1.46;195;19.95;45.12;603;995.8;0.13;25.23;24.47;1013.5;0;2022-05-12T13:28:53.377Z
1.51;175;19.97;45.32;597;987.85;0.13;25.23;24.47;1013.47;0;2022-05-12T13:29:04.434Z
1.6;228;19.97;45.43;590;977.7;0.13;25.23;24.47;1013.47;0;2022-05-12T13:29:15.468Z
1.33;175;19.98;45.64;579;960.54;0.13;25.23;24.47;1013.47;0;2022-05-12T13:29:26.425Z
1.52;148;20;45.76;574;955.4;0.13;25.36;24.49;1013.53;0;2022-05-12T13:29:37.394Z
1.37;178;20.01;45.93;562;934.18;0.13;25.37;24.49;1013.47;0;2022-05-12T13:29:48.374Z
2.07;235;20.03;45.89;571;948.53;0.13;25.37;24.49;1013.47;0;2022-05-12T13:29:59.353Z
2.59;253;20.06;45.93;539;932.93;0.13;25.37;24.49;1013.56;0;2022-05-12T13:30:10.694Z
2.68;200;20.08;45.52;573;951.96;0.13;25.37;24.51;1013.5;0;2022-05-12T13:30:21.794Z
1.68;200;20.08;44.35;503;829.96;0.13;25.37;24.49;1013.53;0;2022-05-12T13:30:32.685Z
2.03;223;20.08;43.96;422;719.2;0.13;25.36;24.51;1013.47;0;2022-05-12T13:30:43.599Z
2.93;225;20.06;43.82;410;698.29;0.13;25.37;24.51;1013.5;0;2022-05-12T13:30:54.523Z
2.78;168;20.04;43.83;395;675.05;0.13;25.36;24.51;1013.47;0;2022-05-12T13:31:05.459Z
1.64;155;20.04;44.03;391;669.43;0.13;25.37;24.51;1013.47;0;2022-05-12T13:31:16.373Z
2.58;228;20.03;44.05;389;664.75;0.13;25.36;24.51;1013.47;0;2022-05-12T13:31:27.265Z
2.76;303;20.03;44.27;388;664.28;0.13;25.37;24.49;1013.47;0;2022-05-12T13:31:38.189Z
2.08;213;20.01;44.6;388;664.6;3.57;29.15;24.49;1013.22;0;2022-05-12T13:31:49.126Z
0.82;328;20.03;44.67;388;664.44;0.13;25.36;24.49;1013.47;0;2022-05-12T13:32:00.038Z
1.35;258;20.03;44.57;401;670.84;0.13;25.37;24.49;1013.47;0;2022-05-12T13:32:11.040Z
1.02;293;20.03;44.62;404;690.49;0.13;25.36;24.47;1013.47;0;2022-05-12T13:32:22.021Z
1.12;215;20.04;44.76;425;725.13;0.13;25.37;24.47;1013.53;0;2022-05-12T13:32:32.955Z
1.88;175;20.06;44.75;493;836.05;0.13;25.37;24.47;1013.53;0;2022-05-12T13:32:43.859Z
1.42;178;20.08;44.68;475;799.54;0.13;25.5;24.47;1013.5;0;2022-05-12T13:32:55.047Z
2.7;223;20.08;44.22;475;797.36;0.13;25.5;24.47;1013.56;0;2022-05-12T13:33:05.971Z
2.52;145;20.06;43.86;528;878.48;0.13;25.5;24.47;1013.5;0;2022-05-12T13:33:20.187Z
1.94;218;20.04;43.94;535;910;0.13;25.5;24.47;1013.5;0;2022-05-12T13:33:31.081Z
1.67;175;20.04;44.3;559;924.66;0.13;25.5;24.47;1013.53;0;2022-05-12T13:33:42.017Z
1.13;168;20.06;44.67;507;842.91;0.13;25.5;24.46;1013.5;0;2022-05-12T13:33:53.041Z
1.05;138;20.06;44.91;538;892.06;0.13;25.36;24.46;1013.5;0;2022-05-12T13:34:04.328Z
1.19;308;20.08;44.74;570;946.66;0.13;25.37;24.46;1013.47;0;2022-05-12T13:34:15.263Z
1.23;243;20.09;44.65;570;939.48;0.13;25.36;24.46;1013.47;0;2022-05-12T13:34:27.746Z
1.21;248;20.11;44.67;539;897.2;0.13;25.36;24.46;1013.47;0;2022-05-12T13:34:38.726Z
1.25;218;20.12;44.08;525;802.2;0.13;25.37;24.46;1013.5;0;2022-05-12T13:34:50.771Z
1.93;200;20.14;44.01;477;800.17;0.13;25.36;24.46;1013.5;0;2022-05-12T13:35:01.718Z
2.52;260;20.14;44.02;497;834.65;0.13;25.5;24.47;1013.5;0;2022-05-12T13:35:12.829Z
3.38;255;20.14;43.81;484;804.85;0.13;25.5;24.47;1013.47;0;2022-05-12T13:35:23.776Z
3.63;265;20.14;43.78;527;888.62;0.13;25.5;24.47;1013.47;0;2022-05-12T13:35:34.930Z
2.74;258;20.12;43.55;560;934.33;0.13;25.5;24.47;1013.5;0;2022-05-12T13:35:45.811Z
3.96;275;20.12;43.19;560;936.67;0.13;25.5;24.47;1013.44;0;2022-05-12T13:35:56.726Z
3.01;243;20.09;42.84;416;704.69;0.13;25.5;24.47;1013.47;0;2022-05-12T13:36:07.640Z
1.87;268;20.08;42.77;408;694.55;3.57;29.29;24.47;1013.12;0;2022-05-12T13:36:18.564Z
3.47;228;20.06;43;406;689.56;0.13;25.5;24.47;1013.44;0;2022-05-12T13:36:29.468Z
3.33;250;20.04;42.91;407;692.83;0.13;25.5;24.47;1013.41;0;2022-05-12T13:36:40.393Z
3.7;268;20.03;43.18;409;701.26;0.13;25.5;24.47;1013.41;0;2022-05-12T13:36:51.372Z
1.03;168;20.03;43.46;433;740.57;0.13;25.5;24.47;1013.34;0;2022-05-12T13:37:03.536Z
0.63;178;20.04;43.88;438;743.38;0.13;25.5;24.46;1013.41;0;2022-05-12T13:37:14.471Z
0.97;88;20.04;44.18;584;987.69;0.13;25.36;24.46;1013.41;0;2022-05-12T13:37:25.933Z
1.03;150;20.06;44.49;592;986.6;0.13;25.36;24.46;1013.41;0;2022-05-12T13:37:37.142Z
2.17;198;20.08;44.65;619;1028.88;0.13;25.36;24.46;1013.41;0;2022-05-12T13:37:48.077Z
2.1;180;20.08;44.28;618;1024.98;0.13;25.36;24.46;1013.47;0;2022-05-12T13:37:59.057Z
2.25;268;20.09;44.1;528;868.03;0.13;25.37;24.46;1013.47;0;2022-05-12T13:38:09.994Z
1.86;305;20.11;44;455;795.64;0.13;25.37;24.46;1013.5;0;2022-05-12T13:38:20.973Z
4.06;208;20.11;43.43;598;1007.5;0.13;25.37;24.47;1013.47;0;2022-05-12T13:38:31.897Z
2.72;228;20.11;43.67;636;1061.95;0.13;25.36;24.47;1013.53;0;2022-05-12T13:38:42.921Z
3.25;168;20.11;43.86;657;1091.12;0.13;25.36;24.47;1013.47;0;2022-05-12T13:38:53.899Z
1.99;208;20.09;43.39;663;1097.05;0.13;25.37;24.47;1013.47;0;2022-05-12T13:39:04.813Z
1.27;268;20.09;43.03;658;1091.43;0.13;25.37;24.47;1013.47;0;2022-05-12T13:39:15.729Z
0.83;268;20.09;42.59;653;1083.79;0.13;25.36;24.46;1013.5;0;2022-05-12T13:39:27.643Z
2.98;258;20.11;42.6;641;1066.32;0.13;25.36;24.46;1013.5;0;2022-05-12T13:39:38.720Z
3.03;223;20.09;42.76;633;1053.99;0.13;25.37;24.46;1013.47;0;2022-05-12T13:39:49.723Z
2.59;238;20.08;42.48;638;1074.74;0.13;25.37;24.46;1013.44;0;2022-05-12T13:40:00.637Z
1.76;235;20.06;42.21;641;1066.94;0.13;25.36;24.46;1013.47;0;2022-05-12T13:40:11.925Z
0.5;48;20.06;41.95;655;1090.65;0.13;25.37;24.46;1013.44;0;2022-05-12T13:40:22.850Z
0.79;225;20.04;42.08;645;1073.18;0.13;25.36;24.46;1013.44;0;2022-05-12T13:40:33.774Z
1.59;128;20.04;42.22;653;1090.65;3.59;29.17;24.46;1013.5;0;2022-05-12T13:40:44.754Z
1.54;205;20.04;42.79;668;1112.03;0.13;25.37;24.46;1013.53;0;2022-05-12T13:40:55.746Z
3.39;230;20.04;42.97;664;1103.6;0.13;25.37;24.46;1013.47;0;2022-05-12T13:41:06.726Z
2.9;228;20.04;42.91;660;1097.05;0.13;25.37;24.46;1013.5;0;2022-05-12T13:41:17.627Z
2.13;235;20.04;43.15;652;1085.35;0.13;25.37;24.46;1013.5;0;2022-05-12T13:41:28.628Z
3.79;268;20.04;43.14;653;1085.51;0.13;25.36;24.44;1013.5;0;2022-05-12T13:41:39.544Z
1.47;228;20.04;42.66;642;1049.47;0.13;25.37;24.44;1013.5;0;2022-05-12T13:41:50.446Z
1.31;243;20.06;42.77;647;1075.83;0.13;25.36;24.46;1013.47;0;2022-05-12T13:42:01.348Z
2.86;228;20.06;42.93;640;1065.54;0.13;25.37;24.46;1013.47;0;2022-05-12T13:42:12.296Z
3.95;238;20.08;43.23;646;1071.93;0.13;25.36;24.44;1013.5;0;2022-05-12T13:42:24.328Z
2.73;253;20.08;42.91;609;1010.93;0.13;25.37;24.44;1013.44;0;2022-05-12T13:42:35.319Z
2.14;223;20.06;42.77;595;996.27;0.13;25.37;24.46;1013.47;0;2022-05-12T13:42:46.267Z
1.4;268;20.08;42.77;547;920.61;0.13;25.37;24.46;1013.5;0;2022-05-12T13:42:57.147Z
1.64;253;20.08;42.88;577;970.37;0.13;25.5;24.44;1013.44;0;2022-05-12T13:43:08.082Z
1.11;308;20.08;42.96;617;1036.52;0.13;25.5;24.44;1013.5;0;2022-05-12T13:43:19.061Z
3.48;288;20.09;42.97;607;1013.43;0.13;25.5;24.44;1013.38;0;2022-05-12T13:43:29.996Z
4.01;195;20.08;42.89;607;1011.87;0.13;25.5;24.44;1013.47;0;2022-05-12T13:43:40.967Z
2.11;175;20.08;42.92;581;969.44;0.13;25.5;24.46;1013.47;0;2022-05-12T13:43:51.893Z
1.87;325;20.06;42.97;584;974.74;3.58;29.3;24.46;1013.19;0;2022-05-12T13:44:02.851Z
1.76;208;20.08;43.23;578;967.88;0.13;25.5;24.46;1013.44;0;2022-05-12T13:44:13.820Z
3.45;255;20.08;43.26;578;965.54;0.13;25.5;24.46;1013.47;0;2022-05-12T13:44:24.756Z
2.74;248;20.09;43.27;571;951.65;0.13;25.5;24.46;1013.47;0;2022-05-12T13:44:35.692Z
1.73;245;20.11;43.52;581;968.5;0.13;25.5;24.46;1013.47;0;2022-05-12T13:44:46.616Z
1.67;208;20.11;43.74;585;976.61;0.13;25.5;24.46;1013.31;0;2022-05-12T13:44:57.540Z
3.16;198;20.12;43.53;583;971.93;0.13;25.5;24.44;1013.41;0;2022-05-12T13:45:08.486Z
2.89;238;20.12;43.19;574;959.14;0.13;25.37;24.46;1013.5;0;2022-05-12T13:45:19.410Z
3.33;230;20.11;42.99;572;957.11;0.13;25.37;24.44;1013.44;0;2022-05-12T13:45:30.313Z
2.97;238;20.08;42.83;565;951.5;0.13;25.37;24.43;1013.44;0;2022-05-12T13:45:41.228Z
1.47;173;20.08;42.99;563;946.35;0.13;25.37;24.43;1013.47;0;2022-05-12T13:45:52.471Z
0.62;188;20.06;43.16;571;959.14;0.13;25.37;24.43;1013.44;0;2022-05-12T13:46:03.397Z
1.12;188;20.08;43.45;578;972.09;0.13;25.37;24.41;1013.44;0;2022-05-12T13:46:14.289Z
2.07;308;20.08;43.63;591;991.43;0.13;25.37;24.41;1013.44;0;2022-05-12T13:46:25.279Z
1.18;293;20.09;43.86;587;985.82;0.13;25.37;24.41;1013.47;0;2022-05-12T13:46:36.205Z
2.78;215;20.11;43.8;577;970.37;0.13;25.37;24.41;1013.44;0;2022-05-12T13:46:47.152Z
2.46;255;20.11;43.41;577;970.53;0.13;25.37;24.41;1013.44;0;2022-05-12T13:46:58.066Z
4;230;20.11;43.09;571;963.98;0.13;25.37;24.41;1013.47;0;2022-05-12T13:47:09.001Z
2.91;178;20.09;42.58;564;951.96;0.13;25.37;24.4;1013.44;0;2022-05-12T13:47:19.948Z
1.43;228;20.06;42.47;575;967.88;0.13;25.36;24.4;1013.41;0;2022-05-12T13:47:30.916Z
2.07;255;20.03;42.42;577;974.74;0.13;25.37;24.4;1013.41;0;2022-05-12T13:47:41.831Z
2.14;168;20.03;42.59;579;977.39;0.13;25.37;24.4;1013.44;0;2022-05-12T13:47:52.767Z
1.97;198;20.01;42.91;573;967.72;0.13;25.37;24.4;1013.44;0;2022-05-12T13:48:03.703Z
1.29;178;20.01;42.92;573;965.54;0.13;25.36;24.38;1013.44;0;2022-05-12T13:48:14.749Z
1.39;158;20.01;42.99;577;971.62;0.13;25.36;24.38;1013.41;0;2022-05-12T13:48:25.870Z
2.89;255;20.01;42.96;358;613.43;0.13;24.96;24.4;1013.12;0;2022-05-12T14:36:03.520Z
2.6;260;20.01;42.55;356;610.15;0.13;24.96;24.4;1013.09;0;2022-05-12T14:36:14.434Z
